# Event Summary Data
#
# Station: (301) Jac. P. Thijsse College
#
# Data taken from 2018-01-29 00:00:00 to 2018-01-30 00:00:00
#
# HiSPARC data is licensed under Creative Commons Attribution-ShareAlike 4.0.
#
#
# This data contains the following columns:
#
# date:                time of event [GPS calendar date]
# time:                time of event [GPS time of day]
# timestamp:           time of event [UNIX timestamp]
# nanoseconds:         time of event [number of nanoseconds after timestamp]
# pulseheights (4x):   maximum signal pulseheight [ADC]
# integral (4x):       integral of the signal [ADC.ns]
# number_of_mips (4x): estimate for the number of particles in the detector
# arrival_times (4x):  relative time of arrival of the first particle in the detector [ns]
# trigger_time:        relative time of the trigger timestamp [ns]
# zenith:              reconstructed shower axis zenith angle [deg]
# azimuth:             reconstructed shower axis azimuth angle [deg]
#
# Values of -1 for detectors 3 and 4 indicate that the station only has
# two detectors.  Values of -999 indicate a problem in the analysis of
# that particular event.  This may be the result from noise in the
# signal or not enough data for reconstruction.
#
#
2018-01-29	00:00:04	1517184004	196326925	282	1594	-1	-1	3125	22765	-1	-1	1.0446	8.2983	-1	-1	70	62.5	-1	-1	72.5	-999	-999
2018-01-29	00:00:06	1517184006	69406807	184	447	-1	-1	1897	9236	-1	-1	0.63409	3.3667	-1	-1	72.5	62.5	-1	-1	75	-999	-999
2018-01-29	00:00:11	1517184011	589557991	93	252	-1	-1	779	2875	-1	-1	0.26039	1.048	-1	-1	1415	62.5	-1	-1	1417.5	-999	-999
2018-01-29	00:00:12	1517184012	72499063	532	61	-1	-1	6852	426	-1	-1	2.2904	0.15529	-1	-1	62.5	65	-1	-1	70	-999	-999
2018-01-29	00:00:12	1517184012	774241882	862	264	-1	-1	14504	3286	-1	-1	4.8481	1.1978	-1	-1	62.5	72.5	-1	-1	75	-999	-999
2018-01-29	00:00:12	1517184012	904737187	282	228	-1	-1	3711	2531	-1	-1	1.2404	0.9226	-1	-1	62.5	87.5	-1	-1	87.5	-999	-999
2018-01-29	00:00:17	1517184017	82334053	231	122	-1	-1	2850	1521	-1	-1	0.95264	0.55443	-1	-1	65	72.5	-1	-1	77.5	-999	-999
2018-01-29	00:00:18	1517184018	963565432	709	144	-1	-1	8484	1987	-1	-1	2.8359	0.7243	-1	-1	62.5	87.5	-1	-1	90	-999	-999
2018-01-29	00:00:20	1517184020	742301669	394	384	-1	-1	5934	4789	-1	-1	1.9835	1.7457	-1	-1	70	65	-1	-1	72.5	-999	-999
2018-01-29	00:00:26	1517184026	659988504	274	84	-1	-1	2379	852	-1	-1	0.79521	0.31057	-1	-1	62.5	460	-1	-1	462.5	-999	-999
2018-01-29	00:00:35	1517184035	474381069	772	231	-1	-1	9772	2364	-1	-1	3.2664	0.86172	-1	-1	65	75	-1	-1	75	-999	-999
2018-01-29	00:00:37	1517184037	161819376	90	202	-1	-1	1553	2475	-1	-1	0.51911	0.90219	-1	-1	360	65	-1	-1	362.5	-999	-999
2018-01-29	00:00:40	1517184040	427315042	119	185	-1	-1	899	1929	-1	-1	0.3005	0.70316	-1	-1	62.5	610	-1	-1	612.5	-999	-999
2018-01-29	00:00:53	1517184053	828603836	126	78	-1	-1	1651	793	-1	-1	0.55186	0.28906	-1	-1	1547.5	65	-1	-1	1550	-999	-999
2018-01-29	00:00:56	1517184056	464487484	230	163	-1	-1	2870	1544	-1	-1	0.95933	0.56282	-1	-1	72.5	65	-1	-1	75	-999	-999
2018-01-29	00:00:58	1517184058	832942258	187	300	-1	-1	2515	3324	-1	-1	0.84067	1.2117	-1	-1	1435	65	-1	-1	1437.5	-999	-999
2018-01-29	00:00:59	1517184059	718554613	353	82	-1	-1	4962	602	-1	-1	1.6586	0.21944	-1	-1	62.5	1000	-1	-1	1002.5	-999	-999
2018-01-29	00:00:59	1517184059	849160205	173	307	-1	-1	2491	3713	-1	-1	0.83264	1.3535	-1	-1	62.5	67.5	-1	-1	67.5	-999	-999
